trade_date,ts_code
20220721,600968.SH
20220721,600989.SH
20220726,600737.SH
20220726,603056.SH
20220726,002507.SZ
20220726,600233.SH
20220726,601928.SH
20220726,605016.SH
20220726,002265.SZ
20220726,603856.SH
20220726,600968.SH
20220726,600989.SH
20220728,600737.SH
20220728,605016.SH
20220728,002507.SZ
20220728,603856.SH
20220728,600968.SH
20220801,600737.SH
20220801,002274.SZ
20220801,605016.SH
20220801,603856.SH
20220801,600968.SH
20220804,600737.SH
20220804,002818.SZ
20220804,601006.SH
20220804,605016.SH
20220804,603856.SH
20220804,600968.SH
20220804,688111.SH
20220805,600737.SH
20220805,002818.SZ
20220805,601006.SH
20220805,605577.SH
20220805,688111.SH
20220808,600737.SH
20220808,002818.SZ
20220808,601990.SH
20220808,600958.SH
20220808,600820.SH
20220808,688111.SH
20220808,601688.SH
20220808,601006.SH
20220808,600999.SH
20220808,002415.SZ
20220811,600737.SH
20220811,002818.SZ
20220811,601990.SH
20220811,600958.SH
20220811,600820.SH
20220811,688111.SH
20220811,601688.SH
20220811,601006.SH
20220811,600999.SH
20220812,600737.SH
20220812,601789.SH
20220812,600863.SH
20220812,600958.SH
20220812,600820.SH
20220812,688111.SH
20220812,601688.SH
20220812,600795.SH
20220812,601006.SH
20220812,600999.SH
20220817,600737.SH
20220817,601789.SH
20220817,600863.SH
20220817,600958.SH
20220817,600820.SH
20220817,688111.SH
20220817,601688.SH
20220817,600795.SH
20220817,601006.SH
20220818,600737.SH
20220818,601688.SH
20220818,600795.SH
20220818,600863.SH
20220818,601006.SH
20220818,601628.SH
20220818,688111.SH
20220822,600737.SH
20220822,603939.SH
20220822,600795.SH
20220822,601006.SH
20220822,601628.SH
20220822,688111.SH
20220825,600737.SH
20220825,603939.SH
20220825,600795.SH
20220825,601006.SH
20220825,601628.SH
20220826,603939.SH
20220826,600795.SH
20220826,601006.SH
20220826,300015.SZ
20220826,600702.SH
20220826,601628.SH
20220829,300015.SZ
20220829,601628.SH
20220829,601398.SH
20220829,603939.SH
20220829,601006.SH
20220829,002946.SZ
20220829,601007.SH
20220829,600702.SH
20220830,601398.SH
20220830,603939.SH
20220830,601006.SH
20220830,601007.SH
20220830,601628.SH
20220830,603899.SH
20220831,601818.SH
20220831,601628.SH
20220831,601398.SH
20220831,603939.SH
20220831,601229.SH
20220831,601006.SH
20220831,300913.SZ
20220831,601169.SH
20220831,601007.SH
20220831,603899.SH
20220901,601818.SH
20220901,601628.SH
20220901,601398.SH
20220901,601229.SH
20220901,601006.SH
20220901,300913.SZ
20220901,601169.SH
20220901,601007.SH
20220901,603899.SH
20220902,601818.SH
20220902,601628.SH
20220902,601398.SH
20220902,601229.SH
20220902,601006.SH
20220902,300913.SZ
20220902,601169.SH
20220902,601007.SH
20220902,600031.SH
20220902,603899.SH
20220906,601229.SH
20220906,601006.SH
20220906,300913.SZ
20220906,601169.SH
20220906,601007.SH
20220906,601628.SH
20220906,603899.SH
20220907,002046.SZ
20220907,601628.SH
20220907,600765.SH
20220907,601229.SH
20220907,601006.SH
20220907,601169.SH
20220907,000768.SZ
20220907,601007.SH
20220907,603899.SH
20220908,605589.SH
20220908,002046.SZ
20220908,601628.SH
20220908,600765.SH
20220908,601229.SH
20220908,601006.SH
20220908,601169.SH
20220908,000768.SZ
20220908,601007.SH
20220908,603899.SH
20220909,605589.SH
20220909,600765.SH
20220909,601229.SH
20220909,601006.SH
20220909,601169.SH
20220909,002046.SZ
20220909,603899.SH
20220913,605589.SH
20220913,002508.SZ
20220913,600765.SH
20220913,601229.SH
20220913,601006.SH
20220913,601169.SH
20220913,688188.SH
20220913,603899.SH
20220913,601577.SH
20220914,002508.SZ
20220914,601006.SH
20220914,688188.SH
20220914,002415.SZ
20220914,603899.SH
20220914,601577.SH
20220920,002568.SZ
20220920,603899.SH
20220920,002415.SZ
20220921,002568.SZ
20220921,605337.SH
20220921,603899.SH
20220921,600873.SH
20220921,600989.SH
20220923,002568.SZ
20220923,600873.SH
20220923,605337.SH
20220923,002827.SZ
20220923,688697.SH
20220923,600989.SH
20220926,002568.SZ
20220926,603338.SH
20220926,601577.SH
20220926,688697.SH
20220926,002827.SZ
20220926,600873.SH
20220926,600989.SH
20220927,002568.SZ
20220927,002837.SZ
20220927,603338.SH
20220927,601577.SH
20220927,688697.SH
20220927,002850.SZ
20220927,600873.SH
20220928,002332.SZ
20220928,002837.SZ
20220928,600702.SH
20220928,603338.SH
20220928,603456.SH
20220928,601577.SH
20220928,688697.SH
20220928,600060.SH
20220928,603529.SH
20220928,600873.SH
20220929,002332.SZ
20220929,002837.SZ
20220929,600702.SH
20220929,300181.SZ
20220929,603338.SH
20220929,603456.SH
20220929,688697.SH
20220929,600060.SH
20220929,601577.SH
20220929,600873.SH
20220930,002332.SZ
20220930,002837.SZ
20220930,600702.SH
20220930,300181.SZ
20220930,603338.SH
20220930,603456.SH
20220930,600060.SH
20220930,688697.SH
20221010,002332.SZ
20221010,002837.SZ
20221010,600062.SH
20221010,600702.SH
20221010,300181.SZ
20221010,600380.SH
20221010,000920.SZ
20221010,603338.SH
20221010,603456.SH
20221010,600060.SH
20221011,002332.SZ
20221011,002837.SZ
20221011,600062.SH
20221011,300181.SZ
20221011,600380.SH
20221011,000920.SZ
20221011,603456.SH
20221011,600060.SH
20221011,603529.SH
20221012,002332.SZ
20221012,600062.SH
20221012,300181.SZ
20221012,000920.SZ
20221012,600380.SH
20221012,603456.SH
20221012,600060.SH
20221012,603529.SH
20221012,601199.SH
20221013,002332.SZ
20221013,601669.SH
20221013,600062.SH
20221013,300181.SZ
20221013,600380.SH
20221013,603456.SH
20221013,600060.SH
20221013,603529.SH
20221013,601199.SH
20221014,002332.SZ
20221014,601669.SH
20221014,600062.SH
20221014,300181.SZ
20221014,600380.SH
20221014,600219.SH
20221014,603456.SH
20221014,000630.SZ
20221014,600060.SH
20221014,601199.SH
20221017,601669.SH
20221017,600062.SH
20221017,600219.SH
20221017,000630.SZ
20221017,300181.SZ
20221017,600380.SH
20221017,601199.SH
20221018,601669.SH
20221018,600062.SH
20221018,601117.SH
20221018,300181.SZ
20221018,600380.SH
20221018,000338.SZ
20221018,600219.SH
20221018,000630.SZ
20221018,000768.SZ
20221018,601199.SH
20221019,601669.SH
20221019,601117.SH
20221019,300181.SZ
20221019,600380.SH
20221019,000338.SZ
20221019,600219.SH
20221019,000630.SZ
20221019,000768.SZ
20221019,601199.SH
20221020,601669.SH
20221020,601117.SH
20221020,300181.SZ
20221020,600380.SH
20221020,000338.SZ
20221020,601018.SH
20221020,600219.SH
20221020,000630.SZ
20221020,000768.SZ
20221020,601199.SH
20221021,601669.SH
20221021,601117.SH
20221021,600219.SH
20221021,000630.SZ
20221021,300181.SZ
20221021,000338.SZ
20221021,000768.SZ
20221024,601669.SH
20221024,601117.SH
20221024,600219.SH
20221024,000630.SZ
20221024,000338.SZ
20221024,000768.SZ
20221025,601669.SH
20221025,601117.SH
20221025,000630.SZ
20221025,000768.SZ
20221025,002850.SZ
20221027,002850.SZ
20221027,000630.SZ
20221028,002867.SZ
20221028,000933.SZ
20221028,000630.SZ
20221028,603444.SH
20221028,600373.SH
20221028,605599.SH
20221028,000685.SZ
20221101,002867.SZ
20221101,600373.SH
20221101,603689.SH
20221101,605599.SH
20221101,000685.SZ
20221102,000338.SZ
20221102,603689.SH
20221102,601138.SH
20221102,605599.SH
20221102,002867.SZ
20221102,601688.SH
20221102,601601.SH
20221102,600373.SH
20221102,000685.SZ
20221102,600030.SH
20221109,000338.SZ
20221109,603689.SH
20221109,601138.SH
20221109,002867.SZ
20221109,601688.SH
20221109,601601.SH
20221109,600373.SH
20221109,000685.SZ
20221109,600030.SH
20221110,000338.SZ
20221110,603689.SH
20221110,601138.SH
20221110,002867.SZ
20221110,603833.SH
20221110,601688.SH
20221110,601601.SH
20221110,600373.SH
20221110,000685.SZ
20221110,600030.SH
20221115,000338.SZ
20221115,603689.SH
20221115,601138.SH
20221115,002867.SZ
20221115,601688.SH
20221115,601601.SH
20221115,600373.SH
20221115,000685.SZ
20221115,600030.SH
20221115,601009.SH
20221123,000338.SZ
20221123,603689.SH
20221123,601138.SH
20221123,002867.SZ
20221123,601688.SH
20221123,600373.SH
20221123,000685.SZ
20221123,600030.SH
20221123,601009.SH
20221129,600754.SH
20221129,000338.SZ
20221129,603689.SH
20221129,601138.SH
20221129,002867.SZ
20221129,601688.SH
20221129,600373.SH
20221129,000685.SZ
20221129,600030.SH
20221129,601009.SH
20221130,600754.SH
20221130,000338.SZ
20221130,603689.SH
20221130,601138.SH
20221130,601688.SH
20221130,600373.SH
20221130,000685.SZ
20221130,600030.SH
20221130,601009.SH
20221201,600754.SH
20221201,000338.SZ
20221201,601138.SH
20221201,601688.SH
20221201,600373.SH
20221201,000685.SZ
20221201,600030.SH
20221201,601009.SH
20221206,601688.SH
20221206,600754.SH
20221206,000338.SZ
20221206,000685.SZ
20221206,601138.SH
20221206,601009.SH
20221207,601138.SH
20221207,601688.SH
20221207,002812.SZ
20221213,601138.SH
20221213,603355.SH
20221214,688628.SH
20221221,002653.SZ
20221226,000034.SZ
20221226,002653.SZ
20221226,300017.SZ
20221227,002588.SZ
20221227,000400.SZ
20221227,002653.SZ
20221227,002170.SZ
20221227,601369.SH
20221227,601038.SH
20221227,601126.SH
20221227,300017.SZ
20221227,000034.SZ
20221228,601880.SH
20221228,002588.SZ
20221228,000400.SZ
20221228,002653.SZ
20221228,002170.SZ
20221228,601369.SH
20221228,601038.SH
20221228,601126.SH
20221228,300017.SZ
20221228,000034.SZ
20221229,601880.SH
20221229,002588.SZ
20221229,000400.SZ
20221229,002653.SZ
20221229,601369.SH
20221229,601038.SH
20221229,601126.SH
20221229,000034.SZ
20221230,601880.SH
20221230,002588.SZ
20221230,600789.SH
20221230,000400.SZ
20221230,002653.SZ
20221230,601369.SH
20221230,601038.SH
20221230,000768.SZ
20221230,601126.SH
20221230,000034.SZ
20230104,600789.SH
20230104,000400.SZ
20230104,002653.SZ
20230104,601369.SH
20230104,601038.SH
20230104,000768.SZ
20230104,601126.SH
20230105,600789.SH
20230105,000400.SZ
20230105,002653.SZ
20230105,001979.SZ
20230105,601369.SH
20230105,601038.SH
20230105,601126.SH
20230105,601860.SH
20230105,000768.SZ
20230105,000709.SZ
20230106,000400.SZ
20230106,002653.SZ
20230106,001979.SZ
20230106,601369.SH
20230106,601038.SH
20230106,601126.SH
20230106,601860.SH
20230106,000709.SZ
20230109,000400.SZ
20230109,002653.SZ
20230109,603993.SH
20230109,001979.SZ
20230109,601038.SH
20230109,601369.SH
20230109,601126.SH
20230109,601860.SH
20230109,000709.SZ
20230109,000969.SZ
20230110,000400.SZ
20230110,002653.SZ
20230110,603993.SH
20230110,001979.SZ
20230110,601369.SH
20230110,601126.SH
20230110,601860.SH
20230110,000709.SZ
20230110,000969.SZ
20230111,000400.SZ
20230111,002653.SZ
20230111,603993.SH
20230111,601369.SH
20230111,601126.SH
20230111,603338.SH
20230111,601860.SH
20230111,000709.SZ
20230111,000969.SZ
20230112,000400.SZ
20230112,002653.SZ
20230112,603993.SH
20230112,601369.SH
20230112,601898.SH
20230112,603338.SH
20230112,601860.SH
20230112,000709.SZ
20230112,000969.SZ
20230117,601880.SH
20230117,000400.SZ
20230117,002653.SZ
20230117,603993.SH
20230117,601898.SH
20230117,603338.SH
20230117,601860.SH
20230117,000709.SZ
20230117,000969.SZ
20230118,601880.SH
20230118,603993.SH
20230118,002653.SZ
20230118,600064.SH
20230118,601898.SH
20230118,603338.SH
20230118,601860.SH
20230118,000709.SZ
20230118,000969.SZ
20230119,601880.SH
20230119,603993.SH
20230119,002653.SZ
20230119,600064.SH
20230119,603338.SH
20230119,601860.SH
20230119,601326.SH
20230119,000709.SZ
20230119,000969.SZ
20230120,601880.SH
20230120,603993.SH
20230120,002653.SZ
20230120,600064.SH
20230120,603338.SH
20230120,601860.SH
20230120,688122.SH
20230120,601326.SH
20230120,000709.SZ
20230120,000969.SZ
20230131,601880.SH
20230131,002653.SZ
20230131,600064.SH
20230131,000738.SZ
20230131,603338.SH
20230131,601860.SH
20230131,688122.SH
20230131,601326.SH
20230131,000709.SZ
20230131,000969.SZ
20230201,002653.SZ
20230201,600064.SH
20230201,000738.SZ
20230201,603338.SH
20230201,688122.SH
20230201,601326.SH
20230201,000709.SZ
20230201,000969.SZ
20230202,002653.SZ
20230202,600064.SH
20230202,000738.SZ
20230202,688122.SH
20230202,603983.SH
20230202,601326.SH
20230202,000709.SZ
20230202,000969.SZ
20230203,600064.SH
20230203,000709.SZ
20230203,688122.SH
20230203,000738.SZ
20230203,603983.SH
20230203,601326.SH
20230203,000969.SZ
20230206,600064.SH
20230206,688122.SH
20230206,000738.SZ
20230206,601326.SH
20230206,000709.SZ
20230206,000969.SZ
20230214,600064.SH
20230214,601326.SH
20230214,000709.SZ
20230214,601628.SH
20230215,600064.SH
20230215,000709.SZ
20230215,600398.SH
20230215,601628.SH
20230221,601838.SH
20230221,601898.SH
20230221,600015.SH
20230221,600398.SH
20230221,600064.SH
20230221,000709.SZ
20230221,601628.SH
20230222,601838.SH
20230222,601898.SH
20230222,600015.SH
20230222,600398.SH
20230222,600064.SH
20230222,601628.SH
20230222,601818.SH
20230224,601838.SH
20230224,601898.SH
20230224,600015.SH
20230224,600064.SH
20230224,605377.SH
20230224,601628.SH
20230224,601818.SH
20230313,600015.SH
20230313,600064.SH
20230313,300357.SZ
20230317,600015.SH
20230317,600862.SH
20230317,600064.SH
20230320,600862.SH
20230320,600015.SH
20230320,600064.SH
20230320,601066.SH
20230320,600030.SH
20230320,000783.SZ
20230320,002683.SZ
20230321,600862.SH
20230321,600015.SH
20230321,601066.SH
20230321,600030.SH
20230321,000783.SZ
20230321,605099.SH
20230322,600862.SH
20230322,601066.SH
20230322,603259.SH
20230322,601555.SH
20230322,000783.SZ
20230322,600015.SH
20230322,000333.SZ
20230322,600030.SH
20230322,002756.SZ
20230322,605099.SH
20230323,600862.SH
20230323,601066.SH
20230323,603259.SH
20230323,601555.SH
20230323,000783.SZ
20230323,600015.SH
20230323,600030.SH
20230323,000333.SZ
20230323,605099.SH
20230324,601066.SH
20230324,603259.SH
20230324,601555.SH
20230324,000783.SZ
20230324,600015.SH
20230324,002673.SZ
20230324,600030.SH
20230324,000333.SZ
20230324,605099.SH
20230327,601066.SH
20230327,603259.SH
20230327,601555.SH
20230327,000783.SZ
20230327,600015.SH
20230327,002673.SZ
20230327,002518.SZ
20230327,000333.SZ
20230327,600030.SH
20230327,605099.SH
20230328,600015.SH
20230328,002673.SZ
20230328,601066.SH
20230328,002518.SZ
20230328,000333.SZ
20230328,600030.SH
20230328,601555.SH
20230329,601633.SH
20230329,000913.SZ
20230329,601066.SH
20230329,601555.SH
20230329,600015.SH
20230329,002673.SZ
20230329,002206.SZ
20230329,002518.SZ
20230329,000333.SZ
20230329,600030.SH
20230330,688516.SH
20230330,601633.SH
20230330,601066.SH
20230330,601555.SH
20230330,600015.SH
20230330,002673.SZ
20230330,002206.SZ
20230330,002518.SZ
20230330,000333.SZ
20230330,600030.SH
20230404,688516.SH
20230404,601066.SH
20230404,601555.SH
20230404,600015.SH
20230404,002673.SZ
20230404,002206.SZ
20230404,002518.SZ
20230404,600030.SH
20230406,688516.SH
20230406,600919.SH
20230406,000582.SZ
20230406,601066.SH
20230406,601555.SH
20230406,600015.SH
20230406,002673.SZ
20230406,002206.SZ
20230406,002518.SZ
20230406,600030.SH
20230407,688516.SH
20230407,600919.SH
20230407,000582.SZ
20230407,601066.SH
20230407,601555.SH
20230407,600015.SH
20230407,002673.SZ
20230407,002206.SZ
20230407,600030.SH
20230410,688516.SH
20230410,002120.SZ
20230410,600919.SH
20230410,000582.SZ
20230410,601066.SH
20230410,601555.SH
20230410,600015.SH
20230410,002673.SZ
20230410,002206.SZ
20230410,600030.SH
20230411,688516.SH
20230411,002120.SZ
20230411,600919.SH
20230411,000582.SZ
20230411,601555.SH
20230411,600015.SH
20230411,002673.SZ
20230411,002206.SZ
20230411,600030.SH
20230413,688516.SH
20230413,600919.SH
20230413,000582.SZ
20230413,601555.SH
20230413,600015.SH
20230413,002673.SZ
20230413,002206.SZ
20230413,600030.SH
20230413,000709.SZ
20230414,688516.SH
20230414,600025.SH
20230414,600919.SH
20230414,000582.SZ
20230414,601555.SH
20230414,600015.SH
20230414,002673.SZ
20230414,002206.SZ
20230414,600030.SH
20230414,000709.SZ
20230417,688516.SH
20230417,600025.SH
20230417,600919.SH
20230417,601555.SH
20230417,600015.SH
20230417,002673.SZ
20230417,002206.SZ
20230417,000709.SZ
20230418,000552.SZ
20230418,600025.SH
20230418,600919.SH
20230418,601555.SH
20230418,600015.SH
20230418,002673.SZ
20230418,601958.SH
20230418,000709.SZ
20230419,000552.SZ
20230419,600025.SH
20230419,600919.SH
20230419,601666.SH
20230419,601555.SH
20230419,600015.SH
20230419,002673.SZ
20230419,600582.SH
20230419,601958.SH
20230420,000552.SZ
20230420,600025.SH
20230420,600919.SH
20230420,601666.SH
20230420,002381.SZ
20230420,601555.SH
20230420,600015.SH
20230420,002673.SZ
20230420,600582.SH
20230420,601958.SH
20230421,000552.SZ
20230421,600025.SH
20230421,600919.SH
20230421,002381.SZ
20230421,601555.SH
20230421,600015.SH
20230421,002673.SZ
20230421,600582.SH
20230425,000552.SZ
20230425,600025.SH
20230425,600919.SH
20230425,002381.SZ
20230425,603606.SH
20230425,600015.SH
20230425,002673.SZ
20230425,600582.SH
20230426,000552.SZ
20230426,600025.SH
20230426,600919.SH
20230426,002381.SZ
20230426,603606.SH
20230426,601890.SH
20230426,600015.SH
